epoch,acc,loss,lr,val_acc,val_loss
0,0.47199696161682436,2.3158097583918407,0.000296306,0.49258025348860657,2.1097910669035631
1,0.56133055353554617,1.7899418029012661,0.000296306,0.51397968766351176,2.0206575875393833
2,0.60090194747531001,1.568864462482044,0.000296306,0.51995645647007194,2.0116712358249176
3,0.63161839191925362,1.4018723534968367,0.000296306,0.5142787503991102,2.0865025828107409
4,0.65688811313062723,1.2675550954517865,0.000296306,0.50953860600983802,2.1984726245533817
5,0.67834576161578397,1.1574892371600527,0.000296306,0.50616966427341881,2.2615531990044948
6,0.69695398787888041,1.0664360675645461,0.000296306,0.49766880596514507,2.3494201509600412
7,0.71312704646412239,0.99005979825488777,0.000296306,0.49288529748109172,2.433303976303669
